id,extracted_words
87357,"['fruity', 'easy', 'soft', 'wine', 'sweet', 'flavors', 'apricots', 'caramel', 'valdiguié', 'napa', 'gamay', 'red', 'grape', 'crushed', 'raspberries']"
59381,"['barolo', 'cannubi', 'veal', 'shank', 'black', 'cherry', 'spice', 'root', 'beer', 'earthy', 'tones', 'cellar', 'age', 'ten', 'years', 'or', 'more']"
98926,"['bordeaux', 'blend', 'cabernet', 'sauvignon', 'merlot', 'david', 'abreu', 'st.', 'helena', 'foothills', 'complex', 'approachable', 'cherries', 'framboise', 'cocoa', 'violets', 'gingerbread', 'spices', 'supple', 'tannins', 'feminine', 'wine', 'drink', 'now', 'through', '2015.']"
64710,"['rosé', 'southern', 'italy', 'pinkish-peach', 'color', 'stone', 'fruit', 'wild', 'berries', 'white', 'cherries', 'chopped', 'mint', 'basil', 'tart', 'slightly', 'sweet', 'bitter', 'almond']"
80079,"['full', 'roasted', 'earthy', 'coconut', 'berry', 'tight', 'structured', 'roasted', 'raspberry', 'plum', 'oaky', 'buttery', 'smoky', 'roble', 'excess', 'oak']"
52811,"['sparkling', 'rosé', 'southern', 'italy', 'negroamaro', 'grapes', 'sweet', 'berry', 'chopped', 'mint', 'peach', 'soft', 'slightly', 'sweet', 'easy', 'fresh', 'cocktail', 'choice']"
77955,"['dark', 'sweet', 'candied', 'raisin', 'licorice', 'black', 'cherry', 'short', 'finish', 'allende']"
37665,"['ste.', 'michelle', 'merlot', 'overripe', 'fruit', 'raisined', 'fruit', 'tobacco', 'black', 'licorice', 'soft', 'midpalate', 'bitterness', 'finishing', 'tannins']"
99672,"['grapey', 'flavors', 'candied', 'charred', 'lumber', 'wood-and-juice', 'quaff']"
82715,"['zinfandel', 'cherry', 'currant', 'provençal', 'herb', 'spice', 'tobacco', 'dry', 'rich', 'complexity']"
78922,"['zin', 'raisins', 'mint', 'bone', 'dry', 'rustic', 'rugged', 'tannins', 'coarse', 'finish']"
77595,"['amador', 'foothill', 'sangiovese', 'dry', 'rosé', 'cherry', 'rose', 'petal', 'lavender', 'brisk', 'acidity', 'bouillabaisse']"
57160,"['oak', 'aromas', ""carpenter's"", 'shop', 'charred', 'sugar', 'dark', 'stone', 'fruit', 'cranberry', 'sauce', 'soft', 'syrupy', 'midpalate', 'tannic', 'traction', 'raw', 'meat', 'blackberry', 'flavors', 'juicy', 'finish']"
47874,"['dark', 'meaty', 'plum', 'beef', 'jerky', 'pure', 'fruit', 'tannin', 'chocolate', 'balance', 'complexity', 'less', 'than', '400', 'cases', 'imported', 'tempranillo', 'inc.']"
61945,"['tannins', 'red', 'plums', 'light', 'elegant', 'acidity', 'fresh', 'fruit']"
70715,"['dry', 'creek', 'valley', 'zinfandel', 'dry', 'briary', 'brambly', 'wild', 'berry', 'cola', 'crispy', 'bacon', 'spicy', 'black', 'pepper', 'white', 'pepper', 'nutmeg', 'anise', 'clove', 'silky', 'texture', 'gently', 'tannic', 'alcohol', '13.7%']"
40250,"['airén', 'white', 'grape', 'distilled', 'brandy', 'sherry', 'dry', 'white', 'table', 'wine', 'cleansing', 'lime', 'kiwi', 'flavors']"
92997,"['tough', 'astringent', 'crunchy', 'dry', 'tannins', 'acidity', 'fine', 'vineyards', 'so-so', 'vintage', 'cherries', 'red', 'currants', 'cola', 'develop', 'six', 'years']"
100226,"['spice', 'blackcurrant', 'solid', 'tannins', 'powerful', 'wood', 'flavors', 'polished', 'style', 'rustic', 'wines', 'appellation', '90-year', 'old', 'vines', '70%', 'new', 'wood', '18', 'months.']"
75417,"['hot', 'sweet-and-sour']"
89923,"['thin', 'peach', 'pear', 'caramelly', 'toasty', 'oak']"
38370,"['pinot', 'noir', 'oak', 'vanilla', 'cream', 'toasted', 'meringue', 'baked', 'alaska', 'ripe', 'raspberries', 'cherries', 'santa', 'rita', 'oakier', 'version']"
127,"['albariño', 'white', 'flowers', 'stone', 'fruits', 'lees', 'citrus', 'juicy', 'elegant', 'palate', 'pithy', 'character', 'lasting', 'finish']"
47525,"['toasty', 'cedar', 'menthol', 'red', 'berries', 'licorice', 'delicate', 'tart', 'lemony']"
67940,"['syrah', 'blackberry', 'cherry', 'jam', 'milk', 'chocolate', 'anise', 'tangerine', 'rind', 'soft', 'slightly', 'sweet']"
10312,"['pinot', 'noir', 'elegant', 'restrained', 'cherry', 'fruit', 'sandalwood', 'mocha', 'fully', 'ripe', 'fine', 'tannins', 'barrel', 'notes']"
50244,"[""d'alessandro"", 'syrah', 'red', 'wine', 'cherry', 'blackberry', 'rum', 'cake', 'bacon', 'fat', 'toasted', 'nut', 'abbacchio', 'arrosto', 'roast', 'lamb']"
57351,"['cherry', 'blackberry', 'cola', 'smoked', 'meat', 'dry', 'crisp', 'silky', 'funkiness', 'one-dimensional', 'simplicity']"
103427,"['espresso', 'leather', 'black', 'plum', 'full', 'mouthfeel', 'good', 'acidity', 'very', 'dry', 'finish', 'tar', 'licorice', 'bitter', 'chocolate', 'tannins', 'solid', 'fruit', 'lavish', 'toast']"
81155,"['soft', 'simple', 'candied', 'peach', 'pear', 'flavors', 'oaky', 'leesy', 'influence']"
44263,"['dry', 'fruity', 'polished', 'cherry', 'cassis', 'harsh', 'minty', 'pizza', 'burgers', 'enchiladas']"
68397,"['wine', 'herbal', 'vegetal', 'sour', 'barrel', 'aging', 'vanilla', 'licorice']"
58240,"['cabernet', 'dry', 'richly', 'tannic', 'tart', 'acidity', 'savory', 'blackberry', 'cherry', 'flavors', 'oak', 'umami', 'smoke', 'drink', 'now-2016']"
73175,"['fogarty', ""'05"", 'chard', 'crispness', 'minerality', 'single-vineyard', 'bottlings', 'elegant', 'angularity', 'succulent', 'pineapples', 'kiwis', 'new', 'oak', 'brisk', 'acidity', 'vibrant', 'clean', 'finish']"
8093,"['blackberry', 'oak', 'vegetable', 'wine']"
77327,"['easy', 'to', 'drink', 'soft', 'silky', 'ripe', 'berry', 'flavors', 'cherry', 'flavors', 'asian', 'spiciness', 'dry', 'balanced']"
16316,"['hekate', 'amber-gold', 'color', 'stone', 'fruit', 'apricot', 'honey', 'caramel', 'almond', 'paste', 'yellow', 'rose', 'thick', 'sticky', 'sweet']"
85763,"['bordeaux', 'blend', 'cabernet', 'sauvignon', 'blackberries', 'black', 'cherries', 'plums', 'carob', 'cola', 'tannins', 'brisk', 'mouthfeel', 'dryness', 'young', 'wine', 'fresh', 'wine', 'limited', 'ageability', 'decanting', '2013']"
30764,"['zinfandel', 'blackberry', 'raisin', 'chocolate', 'hot', 'port-like', 'overripe', 'clumsy']"
48422,"['fruity', 'soft', 'candied', 'high', 'alcohol', 'blackberry', 'cherry', 'pie', 'filling', 'rustic', 'texture', 'cabernet', 'sauvignon', 'syrah', 'varieties']"
50292,"['blackberry', 'leather', 'tobacco', 'cola', 'cigar', 'box', 'bold', 'soft', 'velvety', 'cellar', 'five', 'years']"
66157,"['mocha', 'raspberry', 'carob', 'tart', 'rustic', 'tannins', 'char', 'vanilla', 'finish']"
100088,"['cherry', 'berry', 'herb', 'flavors', 'tannins', 'dry', 'smoothly', 'textured', 'wine', 'cellar']"
42310,"['pinot', 'coastal', 'influence', 'dry', 'silky', 'ripe', 'cherries', 'dr.', 'pepper', 'cola', 'red', 'licorice', 'sandalwood', 'cinnamon', 'pepper', 'drink', 'now']"
22256,"['dark', 'berries', 'black', 'plum', 'vanilla', 'toast', 'garrigue', 'robust', 'mouthfeel', 'gripping', 'skin-driven', 'fruit', 'flavors', 'solid', 'tannins']"
80335,"['meursault', 'chardonnay', 'big', 'fat', 'wine', 'ripe', 'depth', 'of', 'flavor']"
87698,"['barbera', ""d'asti"", 'superiore', 'fresh', 'fruit', 'layers', 'cherry', 'cranberry', 'pomegranate', 'easy-pairing', 'food', 'wine', 'cleansing', 'acidity', 'medium', 'density', 'polished', 'finish']"
45568,"['red', 'mountain', 'cabernet', 'sauvignon', 'wild', 'berry', 'cassis', 'bright', 'acids', 'tamed', 'tannins', 'cherry', 'flavors', 'medium', 'term', 'ageworthy', 'vintage.']"
72017,"['parducci', ""'03"", 'true', 'grit', ""'04"", 'dry', 'tannic', 'rich', 'blackberry', 'cherry', 'currant', 'leather', 'coffee', 'carob', 'peppery', 'spice', 'finish', 'petite', 'sirah', 'age']"
49498,"['dry', 'woodsy', 'balsam', 'black', 'cherry', 'crisp', 'lean', 'drink', 'now']"
52578,"['umbria', 'red', 'wine', 'sagrantino', 'grape', '18', 'months', 'casks', 'small', 'barrel', 'bottle', 'tannins', 'cherry', 'spice', 'raspberry']"
71680,"['cabernet', 'sauvignon', 'bordeaux', 'blend', 'blackberry', 'cherry', 'oak', 'flavors', 'sweet', 'finish']"
47495,"['light', 'cherry-flavored', '100%', 'french', 'oak', 'tannins', 'backbone']"
53407,"['california', 'southern', 'rhône-style', 'blend', 'cherry', 'cherry', 'liqueur', 'cola', 'mocha', 'bacon', 'white', 'pepper', 'smooth', 'pleasant', 'rich', 'flavors.']"
42781,"['cab-sangiovese', 'blend', 'clean', 'fruity', 'sugary', 'sweet', 'dry', 'table', 'wine']"
6071,"['creamy', 'nuttiness', '2015', 'mirabelle', 'ripeness', 'slight', 'body', 'subtle', 'texture', 'lemon', 'freshness']"
65939,"['rosé', 'bright', 'pink', 'berry', 'aromas', 'floral', 'aromas', 'chemical', 'notes', 'crisp', 'firm', 'palate']"
226,"['serralunga', ""d'alba"", 'black', 'cherry', 'espresso', 'prune', 'oak', 'tire', 'rubber', 'young', 'aggressive', 'tannins']"
56192,"['cabernet', 'sauvignon', 'syrah', 'black', 'fruit', 'rum', 'cake', 'licorice', 'tobacco', 'spice', 'ripe', 'fruit', 'cassis', 'elegant', 'complex']"
9341,"['gascony', 'gros', 'manseng', 'herbal', 'character', 'yellow', 'fruits', 'honey', 'crisp', 'green-fruit', 'flavors', 'blend', 'drink', 'now.']"
93411,"['firehouse', 'red', 'tamarack', 'cabernet', 'syrah', 'merlot', 'franc', 'malbec', 'spicy', 'fruit', 'tart', 'red', 'fruit', 'nettles', 'wild', 'herbs', 'complexity', 'mutt', 'wine']"
3502,"['tart', 'young', 'spicy', 'red', 'cranberry', 'fruit', 'chilled', 'wine', 'punch']"
89432,"['grenache', 'pinot', 'noir', 'dark', 'ripe', 'soft', 'plummy', 'oak', 'heavy', 'dull', 'vibrancy', 'lift']"
51017,"['chardonnay', 'tropical', 'fruits', 'meyer', 'lemons', 'limes', 'peaches', 'new', 'french', 'oak', 'buttered', 'toast', 'crisp', 'acidity', 'clean', 'finish', 'spicy', 'finish']"
24867,"['chardonnay', 'warm', 'spice', 'oak', 'tones', 'fresh', 'apples', 'fresh', 'lemons', 'full-bodied', 'caramel', 'lemon-lime', 'acidity', 'midpalate', 'finish']"
68496,"['pink', 'grapefruit', 'minerality', 'richness', 'taut', 'tannins', 'citrus', 'aftertaste']"
49728,"['sweet', 'medicinal', 'sugary', 'apricot', 'orange', 'soda', 'flavors', 'deficient', 'acidity']"
64665,"['albariño', 'lemon', 'lime', 'tropical', 'fruit', 'green', 'apple', 'acidity', 'fresh', 'dry', 'grapes', 'of', 'spain']"
41413,"['cabs', 'winery', 'cool', 'vintage', 'burnt', 'edge', 'blackberry', 'pie', 'filling', 'late', '2007', 'tannins', 'astringent', 'palate', 'after', '2008']"
13561,"['lazio', 'italy', 'montepulciano', 'merlot', 'blend', 'rich', 'penetrating', 'black', 'fruit', 'spice', 'enological', 'potential']"
5884,"['dry', 'succulent', 'tangy', 'flavors', 'rhubarb', 'raspberry', 'picnic', 'foods', 'fried', 'chicken', 'summer', 'sipper']"
42252,"['cabernet', 'sauvignon', 'petit', 'verdot', 'cabernet', 'franc', 'malbec', 'oaky', 'jammy', 'cherries', 'raspberries', 'sweet', 'fruit', 'pastry', 'baked', 'crust', 'one-dimensional', 'delicious.']"
92627,"['muruve', 'toro', 'reserva', 'coconut', 'black', 'plum', 'ripe', 'black', 'fruit', 'coffee', 'vanilla', 'structured', 'flavors', 'wine', 'aging', 'potential']"
25899,"['viognier', 'lemon-pepper', 'lemon', 'pulp', 'lemon', 'rind', 'curry', 'powder', 'raw', 'clams', 'oysters']"
6763,"['cabernet', 'sauvignon', 'merlot', 'cabernet', 'franc', 'old-vine', 'characteristics', 'herb', 'tobacco', 'olive', 'brambly', 'berries', 'wine', 'blend', 'drink', 'now–2020']"
95272,"['dessert', 'wine', 'ain', 'muscat', 'viognier', 'sweet', 'apricot', 'tangerine', 'peach', 'honey', 'dusty', 'spice', 'flavors', 'concentrated']"
46405,"['lynch-bages', 'rich', 'polished', 'wine', '2003', 'jean-michel', 'cazes', 'daniel', 'lhose', 'ripe', 'opulent', 'napa', 'compact', 'fruit', 'dense', 'layers', 'of', 'acidity', 'bordeaux', 'diageo', 'chateau', '&', 'estates']"
3221,"['mannina', '2012', 'dense', 'dark', 'substantial', 'cassis', 'black', 'cherry', 'char', 'coffee', 'firm', 'tannins', 'ripe', 'fruit', 'young', 'vines.']"
24177,"['cabernet', 'black', 'cherry', 'cassis', 'dense', 'tannins', 'long', 'finish', 'raw', 'power', '2010', 'chris', 'figgins']"
76248,"['eucalyptus', 'chocolate-covered', 'cherries', 'wild', 'raspberries', 'black', 'cherry', 'plum', 'medium', 'weight', 'sweet', 'oak']"
22353,"['malbec', 'dry', 'tannic', 'acidic', 'blackberries', 'tough', 'decant', 'barbecue']"
7389,"['light-bodied', 'gentle', 'intricate', 'flavor', 'nuances', 'cranberry', 'herb', 'tea', 'soothing', 'tangy', 'mulled', 'cherry', 'clove', 'finish', 'sip', 'savor']"
26429,"['beeswax', 'bee', 'pollen', 'tart', 'yellow', 'apple', 'fragrant', 'ageworthy', 'high-acid', 'euro', 'decanting']"
58661,"['blackberry', 'black', 'cherry', 'vanilla', 'tobacco', 'oak', 'treatment', 'bitterness', 'tannins', 'fruit', 'finish']"
94724,"['unripe', 'herb', 'mint', 'blackberry', 'cassis', 'napa', 'mountain', 'structure', 'tannins', 'acids', 'sharp', 'finish', 'not', 'an', 'ager']"
6770,"['grenache', 'syrah', 'mourvèdre', 'lirac', 'dark', 'fruit', 'meaty', 'savoriness', 'baking', 'spices', 'wood']"
48644,"['blackberry', 'cola', 'leather', 'spicy', 'wood', 'black', 'cherry', 'plum', 'intense', 'rich', 'closed', 'finish', 'three', 'years']"
12825,"['pinot', 'noir', 'chardonnay', 'blend', 'jammy', 'raspberry', 'cherry', 'vanilla', 'smoke', 'sweet', 'finish']"
81567,"['walla', 'walla', ""l'ecole"", 'seven', 'hills', 'vineyard', '100%', 'seven', 'hills', 'syrah', 'fruit', 'flavors', 'citrus', 'tart', 'berries', 'green', 'tea', 'substantial', 'tannins']"
29449,"['zinfandel', 'dark', 'fruit', 'baked', 'fruit', 'flavors', 'nuts', 'vanilla', 'easy-drinking', '2009', 'vintage', '2010', 'vintage', 'petite', 'sirah', 'lodi', 'producer']"
67032,"['syrah', 'grenache', 'mourvèdre', 'viognier', 'red', 'cherries', 'red', 'currants', 'red', 'licorice', 'dry', 'full', 'bodied', 'tannic', 'astringency', 'crushed', 'red', 'pepper', 'complex', 'decant']"
13073,"['raspberry', 'rose', 'wild', 'berry', 'bitter', 'almond', 'crispness', 'cheese', 'mayonnaise-based', 'appetizers']"
55278,"['soft', 'ripe', 'fruity', 'juicy', 'red', 'fruits', 'balanced', 'tannins', 'dry', 'contrast', 'dark', 'finish', 'structured', 'aging', 'potential']"
88539,"['barbera', 'light-bodied', 'tannin', 'mixed', 'berry', 'fruit', 'forest', 'floor', 'graham', 'cracker', 'drink', 'now']"
56917,"['kameron', '2007', 'bordeaux', 'blend', 'cabernet', 'sauvignon', 'merlot', 'blackberry', 'cherry', 'cassis', 'oak', 'spice', 'tannic', 'astringency', 'cellar', '2014']"
8264,"['montsant', 'white', 'garnacha', 'blanca', 'oily', 'oaky', 'papaya', 'melon', 'decent', 'acidity', 'full', 'flavors', 'green', 'notes', 'scallion', 'flavors', '500', 'cases', 'made']"
70552,"['white-fruit', 'green', 'grass', 'briny', 'lime', 'tart', 'apple']"
87190,"['wine', 'sophistication', 'aromas', 'spice', 'candied', 'fruit', 'licorice', 'maple', 'syrup', 'aged', 'mouthfeel', 'tight', 'polished', 'firm', 'tannins', 'exceptional', 'integrity', 'of', 'fruit']"
54036,"['syrah', 'cherry', 'black', 'raspberry', 'chocolate', 'anise', 'pepper', 'sandalwood', 'smooth', 'tannins', 'rich', 'textured', 'fruity', 'drink', 'now']"
1747,"['wet', 'slate', 'minerality', 'brisk', 'tightly', 'wound', 'nose', 'perfumed', 'crisp', 'apple', 'pear', 'nectarine']"
46916,"['sweet', 'dark', 'cherry', 'plum', 'fruit', 'sulfur', 'full', 'lush', 'mouthfeel', 'dry', 'finish', 'decant', 'wait', 'a', 'year', 'or', 'two']"
75658,"['cabernet', 'dry', 'full-bodied', 'blackberry', 'currant', 'cocoa', 'licorice', 'vanilla', 'oak', 'rustic']"
35835,"['raisins', 'brown', 'sugar', 'tannins', 'soft', 'peak', 'drink', 'up']"
13179,"['chardonnay', 'creamy', 'smooth', 'dry', 'flavors', 'citrus', 'tropical', 'fruit', 'vanilla', 'buttered', 'toast', 'brisk', 'acidity', 'clean', 'acidity']"
980,"['wines', 'southwest', 'white', 'gascony', 'local', 'blend', 'crisp', 'fruity', 'soft', 'texture', 'colombard', 'light', 'lively', 'drink', 'now']"
17425,"['ultraconcentrated', 'heavy', 'brown', 'sugar', 'caramel', 'creamy', 'chunky', 'dessert', 'wine', 'excellent', 'value']"
73347,"['gorgeous', 'delicate', 'bouquet', 'pressed', 'rose', 'wet', 'earth', 'licorice', 'cola', 'dried', 'berry', 'fruit', 'long', 'silky', 'mouthfeel']"
15866,"['soft', 'fat', 'caramel-flavored', 'strawberry', 'fruits', 'creamy', 'texture', 'lacks', 'acidity', 'needs', 'to', 'be', 'drunk', 'soon']"
6144,"['dryness', 'low', 'alcohol', 'hard', 'tannins', 'biting', 'acidity', 'blackberry', 'sweet', 'green-herb', 'flavors', 'ripe', 'cult', 'style']"
10630,"['dry', 'elegant', 'merlot', 'black', 'cherries', 'licorice', 'cola', 'spices', 'smoky', 'oak', 'complex', 'ready', 'to', 'drink', 'steak']"
17599,"['rusciano', 'syrah', 'nero', ""d'avola"", 'dark', 'fruit', 'spice', 'black', 'currant', 'earthy', 'tobacco', 'depth', 'complexity', 'smooth', 'finish', 'rich', 'finish']"
100075,"['barbera', 'black-plum', 'toasty', 'oak', 'acidity', 'food', 'match', 'tannic', 'structure', 'long', 'finish', 'dark', 'modern-style']"
9161,"['volnay', 'tannic', 'old', 'vines', 'rich', 'fruit-filled', 'dry', 'core', 'fragrant', 'red', 'berry', 'acidity', '2018']"
9434,"['dried', 'out', 'fruit', 'leather', 'medicine', 'cabinet', 'green', 'herbs', 'advanced', 'palate']"
27963,"['rosé', 'crisp', 'fruity', 'lightness', 'berry', 'flavors', 'bright', 'acidity', 'textured', 'aftertaste']"
46601,"['grassy', 'gooseberry', 'lemon', 'lime', 'acidity', 'semillon', 'chardonnay', 'fruity', 'clean', 'sweet', 'finishes', 'swiftly']"
9473,"['sangiovese', 'red', 'wine', 'tangy', 'red', 'berry', 'fruit', 'peppery', 'herbs', 'creamy', 'finish', 'mocha-infused', 'finish']"
71987,"['ripe', 'sweet', 'jammy', 'cherries', 'raspberries', 'cinnamon', 'brown', 'sugar', 'cocoa', 'dry', 'crispness', 'arroyo', 'seco', 'acidity', 'drink', 'now']"
103125,"['black-cherry', 'liqueur', 'espresso', 'round', 'full', 'lushly', 'flavored', 'high', 'acidity', 'bitter', 'finish', 'food', 'pairing']"
15267,"['sangiovese', 'pizza', 'grilled', 'ham', 'and', 'cheese', 'sandwich', 'mild', 'fruit', 'flavors', 'leather', 'spice']"
30542,"['syrah', 'aromas', 'muscle', 'meat', 'brambly', 'berry', 'pepper', 'sea', 'salt', 'cured', 'meat', 'loam']"
67031,"['riesling', 'lemony', 'bone', 'dry', '1%', 'residual', 'sugar', 'grapefruit', 'citrus', 'nectarine', 'pear', 'sharp', 'minerality']"
6578,"['earthy', 'aromas', 'scorched', 'soil', 'overripe', 'plum', 'leather', 'farmyard', 'game', 'clove', 'sage', 'raw', 'red', 'cherry', 'bracing', 'tannins']"
83663,"['white', 'wine', 'honey-rich', 'dry', 'oaky', 'chardonnay', 'tropical', 'fruit', 'vanilla', 'flavors', 'pleasant', 'bitterness']"
84266,"['red', 'wine', 'piedmont', 'northern', 'italy', 'fresh', 'fruit', 'exotic', 'spice', 'drying', 'mineral', 'fresh', 'acidic', 'component', 'jammy', 'finish', 'sweet', 'finish']"
72340,"['chardonnay', 'apricot', 'jam', 'sweet']"
42784,"['chardonnay', 'oak', 'sweet', 'fruit', 'unbalanced', 'lifesaver', 'lemon', 'candies', 'baked', 'alaska', 'dessert']"
98565,"['red', 'currant', 'cherry', 'berry', 'fruit', 'complexity', 'herb', 'leaf', 'barrel', 'spice', 'weight', 'concentration', 'exceptional', 'length', 'precision']"
12524,"['cabernet', 'sauvignon', 'blackberry', 'cherry', 'mocha', 'sweet', 'tannins', 'polished', 'gentle', 'sweet', 'finish', 'oaky', 'drink', 'now']"
59803,"['cabernet', 'dry', 'richly', 'flavored', 'blackberries', 'black', 'currants', 'cedar', 'finely', 'ground', 'tannins', 'youthful', 'immaturity', 'age', 'until', '2012', 'bottle', 'complexity', '5–6', 'years']"
58805,"['perfumed', 'candy', 'shop', 'fruit', 'jelly', 'tannins', 'taut']"
33019,"['wine', 'in', 'a', 'box', 'pineapple', 'lime', 'peach', 'sugary', 'sweet', 'crisp', 'clean', 'acidity', 'four', 'regular', 'bottles']"
29049,"['muscat', 'canelli', 'muscat', 'giallo', 'slightly', 'sweet', 'honeysuckle', 'citrus', 'crisp', 'texture', 'lightness', 'lingering', 'acidity', 'moderate-alcohol']"
44669,"['american', 'oak', 'vineyard', 'sources', 'spice', 'cherry', 'berry', 'sturdy', 'solid', 'well-made', '170', 'cases', 'produced']"
80019,"['burgundy', 'les', 'charmes', 'mineral', 'character', 'chablis', 'meursault', 'vanilla', 'flavors']"
82658,"['port', 'berry', 'currant', 'dull', 'undrinkable']"
100304,"['ripe', 'peaches', 'anise', 'almond', 'plump', 'mouthfeel', 'short', 'finish', 'apéritif', 'mildly', 'flavored', 'fish', 'poultry']"
90771,"['cabernet', 'sauvignon', 'alicante', 'petit', 'verdot', 'soapy', 'herbal', 'root', 'beer', 'exotic', 'spice', 'lavender', 'green', 'pepper', 'corn', 'well', 'balanced.']"
38553,"['dry', 'tannic', 'black', 'cherry', 'cola', 'leather', 'oak', 'black', 'pepper', 'complex', 'decanting', 'mourvèdre', 'grenache', 'syrah', 'counoise', '2018']"
56668,"['waxy', 'buttercup', 'creamy', 'yellow-fruit', 'white', 'flowers', 'wet', 'racy', 'soda', 'sweet', 'candied', 'flavors', 'peach', 'melon', 'acidity', 'core', 'sweetness', 'candied', 'qualities']"
85732,"['rustic', 'leathery', 'smoke', 'leafiness', 'earth', 'baked', 'berry', 'spice', 'four-grape', 'good', 'density', 'mouthfeel', 'chocolaty', 'sweet', 'acidity', 'balance']"
65616,"['sauvignon', 'blanc', 'dry', 'minerally', 'crisp', 'acidity', 'lemons', 'grapefruits', 'limes', 'pineapples', 'figs', 'honeysuckle']"
34966,"['cabernet', 'firm', 'astringent', 'dry', 'ripe', 'flavors', 'blackberries', 'currants', 'black', 'cherries', 'cedar', 'solid', 'aging', 'potential']"
9368,"['wine', 'earth', 'kir', 'fresh', 'raspberry', 'stellar', 'wine', 'appellation', 'estate-grown', 'four-acre', 'spot', 'trio', 'of', 'clones', 'spirited', 'refreshing', 'acidity', 'floral', 'back', 'note', 'cinnamon', 'mocha']"
79358,"['viognier', 'tropical', 'fruit', 'wildflower', 'vanilla', 'spicy', 'aromas', 'dry', 'finish', 'brightness', 'zest']"
76952,"['smokey', 'charcoal', 'dark', 'granite', 'slate', 'lazio', 'petit', 'verdot', 'dusty', 'mineral', 'notes', 'dark', 'fruit', 'long-lasting', 'penetrating.']"
98297,"['tannins', 'blackberry', 'flavors', 'hung', 'meat', 'smoky', 'leather', 'tough', 'softening', 'wine', 'flavors']"
74833,"['nero', ""d'avola"", 'frappato', 'terracotta', 'amphorae', 'bright', 'fruit', 'wild', 'berries', 'earth', 'spice', 'complexity', 'light', 'elegant', 'ethereal', '60-40', 'blend']"
46438,"['chardonnay', 'oak-aged', 'northern', 'italy', 'peach', 'melon', 'yellow', 'flower', 'toast', 'roasted', 'nut', 'creamy', 'soft', 'bitter', 'almond']"
99683,"['dry', 'creek', 'tannins', 'briary', 'blackberries', 'cherries', 'dry', 'well-made', 'elegant']"
90189,"['oaky', 'ripe', 'tropical', 'pineapple', 'kumquat', 'mineral', 'floral', 'new', 'oak', 'smoke', 'vanilla', 'char', 'flavorful', 'acidic', 'elegant', 'chard', 'spicy', 'finish']"
92483,"['smooth', 'ripe', 'clean', 'berry', 'aromas', 'cherry', 'plum', 'pepper', 'tangy', 'zippy', 'clampy', 'fresh', 'pure', 'clean', 'common', 'appeal']"
15243,"['sangiovese', 'candy', 'mountain', 'vineyard', 'black', 'cherry', 'black', 'licorice', 'smoke', 'tannins', 'acids']"
13506,"['pinot', 'noir', 'merlot', 'fruity', 'berry', 'tobacco', 'cola', 'spice', 'tannins', 'rich', 'meats', 'oily', 'cheeses']"
30055,"['cherry', 'earthy', 'merlot', 'herbal', 'light', 'fruit']"
5707,"['date', 'tar', 'funky', 'aroma', 'sweat-like', 'aroma', 'lax', 'palate', 'thin', 'flavor', 'firm', 'tannins', 'upper-lip-grabbing', 'finish']"
4900,"['tannic', 'tough', 'fruit', 'black', 'currant', 'full', 'rich', 'perfumed', '2018']"
60657,"['crisp', 'refreshing', 'grated', 'ginger', 'white', 'flowers', 'cantaloupe', 'dry', 'riesling', 'peachy', 'fruit', 'flavors', 'steely', 'backbone', 'slate', 'lime', 'tart', 'acidity', 'long', 'finish.']"
80671,"['merlot', 'california', 'washington', 'low-priced', 'light', 'generic', 'new', 'label']"
19934,"['pinot', 'noir', 'blueberry', 'blackberry', 'fruity', 'savory', 'herbs', 'elegance', 'one-dimensional', 'palate', 'big', 'tannins', 'coarse', 'tannins']"
44256,"['crisp', 'mouthwatering', 'acidity', 'lemons', 'limes', 'figs', 'vanilla', 'everyday', 'wine', 'roast', 'chicken', 'cocktail', 'sipper']"
89469,"['tobacco', 'fresh', 'raspberry', 'light', 'perfumed', 'smoky', 'cabernet', 'franc', 'blueberry', 'tannins', 'finishing', 'acidity']"
40930,"['chelan', 'region', 'washington', 'ava', 'syrah', 'aromatic', 'flavorful', 'ripe', 'berries', 'plums', 'cherries', 'smoke', 'rock', 'iron', 'filings', 'citrusy', 'acids', 'resin', 'tar', 'nuances']"
46436,"['structured', 'balanced', 'tannins', 'acidity', 'fruit', 'sweet', 'plums', 'coffee', 'vanilla', 'spice', 'texture', 'aging', 'juicy', 'character']"
16828,"['syrah', 'jammy', 'blackberries', 'cherries', 'sweet', 'caramelized', 'oak', 'drink', 'now']"
75533,"['wine', 'thick', 'soft', 'sweetish', 'medicinal', 'flavors', 'cherry', 'black', 'raspberry', 'oak', 'vanilla']"
64063,"['ripeness', 'super-fruit', 'jammy', 'blackberries', 'blueberries', 'currants', 'cherries', 'edna', 'valley', 'acidity', 'drink', 'now']"
33663,"['dolcetto', 'dark', 'fruit', 'black', 'cherry', 'lush', 'concentration', 'deep', 'aromas', 'dark', 'color', 'chewy', 'texture', 'inky', 'texture']"
95521,"['chardonnay', 'napa', 'pineapple', 'pie', 'peach', 'tart', 'creamy', 'lees', 'buttery', 'new', 'oak', 'drink', 'now–2012']"
47927,"['lightweight', 'thin', 'zesty', 'white', 'wine', 'refreshing', 'thirst-quenching', 'summer', 'easy', 'informal', 'simplicity']"
