id,country,description,Fruity Favour,Spicy Favour,Earthy Favour,Floral Favour,Oaky Favour,Nutty Favour,Herbal Favour,Mineral Favour,Sweet Favour,Body (Weight/Texture),Acidity,Sweetness Level,Alcohol Level (Perception),Ageability,Food Pairing / Occasions,Tannins,Region/Terroir,Color,Finish,Aging Method,Climate Characteristics,Intensity/Aroma,Style,Unique/Standout Notes
24763,Italy,"A blend of Merlot, Cabernet and Refosco that's aged in French oak, this opens with bold, black intensity, bearing notes of dark fruit, ripe blackberry and sweet spice. The mouthfeel is chewy and soft, with a touch of pulpy sweetness on the close.",berry,,,,oak,,,,,full-bodied,,off-dry,,,,chewy,,deep,long,oak barrel,,intense,modern,
50816,US,"Baking spice and toasted wood add warmth to preserved black cherry and plum flavors in this bold, lushly textured Cabernet Franc. The tannins are quite soft, but the dense fruit profile gives it weight and body.",plum,,,,toast,,,,,full-bodied,,,,needs aging,dinner,,,,,oak barrel,warm climate,intense,modern,
102188,US,"This extremely limited (47 cases) Syrah is dedicated to the owners' daughter Jaden, who is pictured on the label. Very classy Wahluke Slope fruit sends up citrus, spice, pineapple and lime aromas over bright, sappy raspberry and cherry fruit.",citrus,pepper,,,,,,,,,,,,,,,,,,,,pronounced,,zesty
67447,US,"Bold and striking aromas of mushroom, seaweed and organic funk set this apart from the other Ken Wright vineyard designates. There's plenty of tart, tangy cherry fruit also, though it seems to hit a wall, perhaps due to the recent bottling. This is a wine that could score even higher with additional bottle age.",,,mushroom,,,,,,,,,,,needs aging,,,coastal,,,,,pronounced,natural,exotic
66870,US,"This is ripe and pungent, a rich and fruit-driven mix of fig, peach and melon. There are interesting herbal highlights, and more acidity than in the past. The thyme and rosemary streak continues into and through the finish, while the fruit maintains its power and polish, with just the lightest barrel influence perceptible in a kiss of toast.",peach,,,,toast,,rosemary,,,medium-bodied,high acidity,,,,,,,,long,oak barrel,warm climate,intense,modern,
21286,France,"Clos de la Chapelle surrounds an old chapel in the Morgeot Premier Cru. This 2010 is full, ripe and intense, with yellow fruit and toast flavors that combine with tight acidity to create richness and structure. Complex, concentrated and age worthy.",,,,,toast,,,,,full-bodied,high acidity,,,long-term aging potential,,,,,complex,oak barrel,warm climate,intense,modern,
91851,France,"A refined and complex Syrah from the “Grand Cru” of Minervois la Liviniere. Raspberry, blueberry, rosemary and thin mint flesh out the velvety texture, supported by a solid backbone of gripping tannins and balanced acidity. Coffee and cocoa notes develop on the lush, lingering finish.",berry,,,,,,rosemary,,,full-bodied,,,,needs aging,dinner,high tannins,,,long,,,intense,,
69844,US,"Firm and compact, it mixes wild berry, plum and cassis fruits, giving this Cab-dominated blend the sleek appeal of a good St. Emilion, but without the aggressive herbaceousness. There is no obvious new oak here, but lovely suggestions of barrel that never override the superb fruit.",berry,,,,,,,,,medium-bodied,,,,needs aging,,medium tannins,,,,neutral barrel,,subtle,modern,
8586,US,"No, that's not a typo. The ??? Vineyard bottling conceals (intentionally) the fruit sources for these grapes, which come from one of Oregon's most expensive and highly-reviewed producers. It's crystal-clear in both appearance and flavor, building upon a cranberry/raspberry base into a potent young wine with expressive purity. A streak of gun metal, often found in consulting winemaker Robert Brittan's own wines, adds a stylish note to the finish.",berry,,,,,,,flint,,,,dry,,needs aging,,,mineral,,complex,,cool climate,pronounced,modern,
69630,Italy,"Some wines have a personality that makes you want to smile. This is one of them. A big, rich, friendly wine full of fruit that was approachable and easy to drink. It is not particularly serious, nor should it be put down for long aging. But drink it now with a burger or roast chicken and it will give pleasure.",,,,,,,,,,full-bodied,,,,ready to drink,barbecue,,,,,,,,modern,
101808,Italy,"A bouquet dominated by banana with some spicy vanilla notes and more banana in the mouth. Has more persistence than most Grigios, with a lean, spicy finish. Imported by Opici Import Company.",tropical fruit,,,,vanilla,,,,,,,,,ready to drink,,,,,medium,,,pronounced,modern,exotic
29706,Italy,"This is a syrupy, rich, meaty wine that opens with impressive intensity and extraction. It's a bruiser and a pleaser that delivers aromas of cherry liqueur, blackberry jam and exotic spice. It's also a masculine, opulent wine that could use a few more years of cellar aging.",berry,,,,,,,,,full-bodied,,sweet,high,needs aging,dinner,high tannins,,,,oak barrel,warm climate,intense,modern,meaty
36859,US,"A beautiful Chardonnay, notable for its elegant structure. Perfect acidity and just a hint of tannins, much of it from oak barrels, provide the framework for the pineapple and kiwi fruit flavors, enriched with notes of cream and buttered toast.",tropical fruit,,,,toast,,,,,medium-bodied,high acidity,,,ready to drink,seafood pairing,medium tannins,,golden,,oak barrel,cool climate,subtle,modern,
50798,France,"This is a ripe, warm, full-bodied Crémant. It has a creamy, rich mousse, soft citrus and light acidity. The wine is forward, fruity and fresh, lightly tangy at the end.",citrus,,,,,,,,,full-bodied,low acidity,,medium,ready to drink,celebration,,,,short,,warm climate,pronounced,modern,zesty
59761,France,"Fine ripe fruit shows on this full-flavored wine, but there is as much of the vanilla, toast and spice character as there is of the peach note. The texture, though, is all fruit, tight apple skins with final fresh acidity.",peach,,,,vanilla,,,,,full-bodied,high acidity,,,,,,,,complex,oak barrel,,pronounced,modern,
67644,France,"A ripe and spicy blend of Syrah, Cabernet Sauvignon and Merlot, this has ripe black fruits that are laced with firm, dry tannins. There is a herbal character that gives it an edge.",berry,pepper,,,,,sage,,,full-bodied,,dry,,needs aging,dinner,high tannins,,,,,,pronounced,modern,
1549,Spain,"Aromas of raw oak, cinnamon, bacon and clove outmuscle fruit on this rough, tannic, scraping 2013. Flavors of toast, chocolate and baking spices push blackberry and black-plum fruit towards an oaky, abrasive finish with rocky tannins and accents of chocolate and cinnamon. Holding this for another couple of years may or may not soften this fierce but tasty RDD.",plum,cinnamon,,,oak,,,,,full-bodied,,,,needs aging,dinner,high tannins,,,long,oak barrel,,intense,,smoky
78294,France,"Ripe and soft, with smooth toast-inspired texture and blackberry fruits on the rich side. It is still young, needing another year to pull firmly together, but its elegance already shows.",berry,,,,toast,,,,,full-bodied,,,,needs aging,,smooth,,,smooth,oak barrel,warm climate,pronounced,modern,
53116,France,"Even though it is weighty, very full and dense, the wine has a fine balance, with acidity that cuts through the richness.",,,,,,,,,,full-bodied,high acidity,,,,,,,,,,,intense,,
3393,Italy,"Aged in new barriques, this opens with aromas of oak and oak-driven spices and a whiff of savory herbs. The palate is dominated by oak, vanilla and coffee that muffle the dried dark-cherry and mineral flavors. It has a linear quality but lacks fruit richness and is still in the vice-like grip of wood tannins.",,,,,oak,,sage,,,full-bodied,,,,needs aging,,high tannins,,,,oak barrel,,muted,modern,
46498,France,"This wine manages to combine some of the delicacy and elegance of Margaux with the richness of 2003. Under the direction of Claire Villars (also of Château Ferrière classed growth), there is a confidence in this estate and its vineyards which lie adjacent to Château Margaux. Great acidity and black fruits finish the ensemble.",berry,,,,,,,,,medium-bodied,high acidity,,,needs aging,,,,,long,,warm climate,pronounced,modern,
56629,US,"A bit too oaky and extracted. Trades these winemaker elaborations for the natural subtlety of the grapes. Rich in cherries and raspberries, but heavy-handed. Drink now.",berry,,,,oak,,,,,full-bodied,,,,ready to drink,casual,,,,,oak barrel,,intense,modern,
42458,France,"This relatively dark-colored rosé features nicely perfumed aromas of fruit blossoms and black cherries, then adds a hint of dark chocolate to the palate. It's fullish, but not heavy, balanced by some lemony notes on the finish.",berry,,,rose,,,,,,medium-bodied,medium acidity,dry,medium,ready to drink,,,,deep,medium,,,pronounced,,perfumed
43446,US,"Kind of like Pinot Grigio, in that it's a delicate, unoaked (although leesy) wine with citrusy, figgy flavors and bright, citrusy acidity leading to a slightly sweet finish. It's food-versatile and user-friendly.",citrus,,,,,,,,,light-bodied,high acidity,off-dry,,ready to drink,casual,,,,,no oak,,subtle,modern,zesty
94249,US,"Made entirely from Chardonnay, this is the most elegant and delicate of the winery's current bubblies. It's a dry, sophisticated wine, with subtle citrus, peach, apple and yeast flavors. If you've never cellared a sparkling wine, try stashing this away for up to a decade.",citrus,,,,,,,,,,,dry,,long-term aging potential,celebration,,,,,,,subtle,,
52671,US,"This is tart in acidity and tastes of raspberry jam, with a bubblegum-gassiness reminiscent of Beaujolais. It's easy and refreshing.",berry,,,,,,,,,light-bodied,high acidity,,,ready to drink,casual,,,,,,cool climate,pronounced,modern,zesty
90060,US,"From a mix of vineyards, this tastes of berries, raisins, cooked plums, and baking spices. The tannins are hard and slightly bitter, and there seems to be a hint of residual sugar, perhaps to mitigate the bitterness.",berry,cinnamon,,,,,,,,tannic,,off-dry,,needs aging,,high tannins,,,,,warm climate,pronounced,,
46341,US,"This is a strong, oaky, ripe Chardonnay, grown on a mountain better known for Cabernet. It's powerful and intense in pineapple tart, pear marmalade, Meyer lemon and lime flavors that have been liberally oaked, and it shows the creamy influence of lees. Not particularly subtle, it's a wine you don't want to drink too cold.",tropical fruit,,,,oak,,,,,full-bodied,,,high,ready to drink,,,mountain,golden,,oak barrel,warm climate,intense,modern,
44232,US,Not much going on in this watery wine. It tastes like alcohol with a few drops of grapefruit juice.,citrus,,,,,,,,,light-bodied,low acidity,,,over the hill (past its prime),,,,,short,,,muted,,zesty
19083,US,"Raw and fresh, with jammy mulberry, blackberry and pepper flavors. A rustic wine for rustic food.",berry,pepper,,,,,,,,medium-bodied,,,,ready to drink,barbecue,,,,,,warm climate,pronounced,natural,
80368,US,"Soft, slightly sweet and simple, this Syrah has fairly modest blackberry, licorice flavors and cola flavors. Drink now.",berry,,,,,,,,,medium-bodied,,off-dry,,ready to drink,casual,,,,short,,,muted,,
15012,US,"Given its modest price and weighty alcohol, this wine should find many admirers. Thick and tannic, it could pass for a heavier red than Pinot Noir, and it offers bulky, rustic fruit flavors, with some heat on the finish.",,,,,,,,,,full-bodied,,,hot,needs aging,barbecue,high tannins,,,long,,warm climate,intense,modern,
16503,US,"This wine adds to the growing case to be made for Cabernet Sauvignon in Livermore Valley. Mother Vine Reserve is a smallish offering for Concannon, loaded with black olive, tea and black pepper. It's Cab Franc-esque in some way, yet intensely dark, brooding and velvety.",,pepper,,,,,,,,full-bodied,,,,,,velvety,,deep,,,,intense,,
26664,US,"These “Original Vines” are in fact the oldest Pinot Gris vines in the country. They deliver exquisite details of earth and stone around a solid core of apple and Asian pear. It's bone dry, with exceptional depth.",apple,,soil,,,,,flint,,,,bone dry,,,seafood pairing,,mineral,,,,dry,intense,traditional,
52153,Italy,"Made with Sangiovese, Locorosso has an intense fragrance of wild cherry and underbrush accented by tobacco and spice. The palate is dense and delicious, delivering black cherry layered with carob, coffee and white pepper notes. It's already enjoyable so drink soon.",berry,pepper,forest floor,,,,,,,medium-bodied,,,,ready to drink,,,,ruby,,,,intense,modern,perfumed
50815,US,"There's good Santa Barbara character in this Chardonnay, with brisk acidity and minerality girding the tropical fruit and peach flavors. It's a little thin, but elegantly structured.",tropical fruit,,,,,,,chalk,,medium-bodied,high acidity,dry,,,,,coastal,golden,,,cool climate,subtle,modern,zesty
68294,US,"Very sweet and delicious, a true Port-style wine that's high in acidity and packed with tannins. But the sugar level is so high, it makes the wine drinkable now. The flavors are of chocolate, red currants and vanilla.",,,,,vanilla,,,,honey,full-bodied,high acidity,very sweet,,ready to drink,dessert pairing,high tannins,,,,,,intense,modern,
71165,US,"Although the vineyard is source to some very great bottlings by others, this one has a sharpness throughout that detracts. The green mint taste suggests unripe tannins to the red cherries and pomegranates. Unlikely to age, so drink now.",berry,,,,,,mint,,,,high acidity,,,ready to drink,,low tannins,,,short,,,muted,,zesty
81188,US,"Fresh and jammy, with sharp acidity and berry flavors that taste right out of the fermenter. Seems like it was released awfully young, but might calm down in a few months.",berry,,,,,,,,,,high acidity,,,needs aging,casual,,,,,,cool climate,intense,natural,
56607,US,"Polished and balanced, this masterpiece shows restraint and it's already drinkable. With its great acidity and its fine intermingling of spice and red fruit flavors, this wine will appeal to lovers of Gamay and Pinot Noir.",berry,pepper,,,,,,,,,high acidity,,,ready to drink,,,,,,,cool climate,subtle,traditional,
19447,Italy,"This plush, rich expression of Pinot Grigio from northeast Italy would pair with white meat, seafood risotto or spicy dishes from the Far East. The mouthfeel is smooth, rich and long-lasting.",,,,,,,,,,full-bodied,,,,,seafood pairing,smooth,,,long,,,pronounced,modern,exotic
74011,US,"You can almost smell the minerals and acids in this Chardonnay. The flavors verify the aroma, adding fruitier notes of limes, sweet apples and white peaches, complexed with the creamy, smoky nuances of new oak and sur lies aging.",citrus,,,,smoke,,,flint,,creamy,high acidity,dry,,ready to drink,seafood pairing,,mineral,golden,complex,oak barrel,cool climate,pronounced,modern,smoky
81949,US,"A bit heavy for a rosé, without quite the liveliness you want. It's a very fruity wine, with forward raspberry, vanilla, cocoa and spice flavors.",berry,,,,vanilla,,,,,full-bodied,,,medium,,,,,,,oak barrel,,pronounced,modern,
15883,US,"A lovely wine, soft and charming, but far from simple. Although it has complex layers of cherries, blackberries, cassis and cedar, it also shows a fine structure of ripe, smooth tannins and supporting acidity. Drink now–2015 while it's fresh and forward.",berry,,,,,,,,,medium-bodied,medium acidity,,,ready to drink,,medium tannins,,,complex,oak barrel,,pronounced,,
21379,US,"This lands on the sweet side of the corral, and has a good texture of tannins and acidity as well as oodles of grapy, blackberry jam flavors to complete the package. It's full bodied, rich in mouthfeel, and the ripe fruit character stays on the finish.",berry,,,,,,,,,full-bodied,high acidity,sweet,high,ready to drink,dessert pairing,medium tannins,,,long,,,intense,modern,
37266,US,"This is pure Sémillon, barrel fermented in new American oak, from a new, Spokane-based winery. Sémillon makes some of the best white wines in Washington, though consumer interest has been tepid. This shows the barrel influence with a rich coconut flavor, wrapped into sleek fruit flavors of white peach, green apple and a hint of cucumber.",peach,,,,oak,,,,,full-bodied,,,,,,,,,,oak barrel,,pronounced,modern,exotic
44492,US,"A presently reined-in wine with exotic elements, showing a ginger, saffron and green apple bouquet. It's well-balanced, with lively apple and citrus flavors. It has good acidity and a firm structure that should hold it together for three or four years. With aging, it may integrate and develop further.",apple,,,,,,,,,,high acidity,,,needs aging,,,,,,,,subtle,modern,exotic
14594,US,"A beautiful copper color, deep and dense. Modeled on the wines of Provence's Domaines Ott, this rosé was designed, says the winemaker, to age. It's whole-cluster fermented from Grenache vines that have been picked and grown specifically to be a rosé—not a saignée. Compact, compressed and powerful with an emphasis on the mineral subtext, light peach and strawberry highlights.",peach,,,,,,,flint,,full-bodied,,dry,,needs aging,,,mineral,,,,,intense,modern,
57259,Italy,"This hearty Montepulciano d'Abruzzo from a relatively hot vintage (2005) offers loads of ripe, jammy fruit, plum and prune backed by exotic spice and black peppercorn. The wine shows solid, dark tannins on the close.",plum,pepper,,,,,,,,full-bodied,,,high,needs aging,dinner,high tannins,,deep,long,,hot climate,intense,modern,exotic
72248,US,"Perfumed, floral and intriguing, this is still tight with mountain tannins. In a few years, its thick black-cherry and pepper tones will emerge, becoming rounded out with notes of violet and oaky leather.",berry,pepper,leather,violet,oak,,,,,tannic,,,,needs aging,,high tannins,mountain,,,oak barrel,cool climate,pronounced,,perfumed
102456,US,"This ripe, lush Syrah boldly expresses itself with shiny, saturated colors and bright, spicy, assertive fruit. It's a full-bodied, sappy wine, forward and plump, and the deep core of blackberry fruit is enhanced with pepper, citrus peel, clove and other spices. Young and still grapey, it's delicious right now but can be cellared for some years.",berry,pepper,,,,,,,,full-bodied,,,high,needs aging,,,,deep,,,warm climate,intense,modern,
95395,US,"The softness and rusticity that almost always mark Sierra Foothills wines are here, yet the wine rises to what might be called coastal elegance. A Spanifornia blend of Tempranillo and Cab Sauvignon, it has a complexity that unfolds in waves of blackberry, tobacco, clove, anise and espresso. Drink now.",berry,clove,,,,,,,,,,,,ready to drink,,,coastal,,complex,,,pronounced,modern,
72465,US,"Young and yeasty, this is a style best consumed early. It refreshes like a light beer, quick and clean, with bracing acidity, but not much in the way of fruit.",,,,,,,,,,light-bodied,high acidity,,light,ready to drink,aperitif,,,,,no oak,,muted,modern,zesty
72626,Spain,"Having never tried this producer's wines, we can only heap praise on this medium-bodied, more modern style of Rioja. Bacon, rubber and raspberry work the bouquet, while the palate is ripe and full as it pumps forth with pure red-fruit flavors. Firm and mildly tannic, with ample new oak leaving lasting flavors of vanilla, coffee and pepper. Hold for another year or so, if possible; 900 cases produced.",berry,pepper,,,vanilla,,,,,medium-bodied,,,medium,needs aging,,medium tannins,,,,oak barrel,,pronounced,modern,smoky
71594,US,"Fruity, rich and honey-sweet, with decadent flavors of peach and pear jam, apricot, pineapple, green apple and vanilla, enhanced with sweet, smoky oak. There's a good spine of acidity for balance.",peach,,,,oak,,,,honey,full-bodied,high acidity,very sweet,,ready to drink,dessert pairing,,,golden,long,oak barrel,warm climate,intense,,smoky
24010,US,"This 100% Syrah shows intense blackberry, crème de cassis and plum sauce flavors, plus hints of charred bone and black pepper. It's dry, and the tannins are firm but supple. The alcohol is high, but it's balanced with the wine's fruit.",berry,pepper,,,,,,,,full-bodied,,dry,high,needs aging,dinner,high tannins,,,,,warm climate,intense,modern,smoky
36728,US,"Full-bodied and juicy. Offers a wealth of blackberry, black cherry, plum, tobacco, bacon and pepper spice flavors that are housed in thick tannins. Production was 4,877 cases, so should be easy to find.",plum,pepper,,,,,,,,full-bodied,,,,needs aging,dinner,high tannins,,,,,warm climate,intense,modern,meaty
8286,US,"The most notable thing about this Pinot is its intensity of flavor. A blend of both new Dijon clones and older California selections of Pinot Noir, it is stunning with flavors of raspberries, cherries and Dr. Pepper. It's a balanced, elegant wine with vibrant texture , but needs time to truly shine. Hold till at least 2017.",berry,pepper,,,,,,,,,,,,needs aging,,,,,,,,intense,modern,
46042,US,"Nice and oaky and rich, from a vineyard in the heart of the cool-climate southern part of Russian River Valley. Acidity stars, giving zesty balance to the ripe pineapple, green apple, Key lime pie and pear flavors. New oak, to the tune of 40%, adds an opulent touch.",apple,,,,oak,,,,,full-bodied,zesty,dry,,,,,coastal,,,oak barrel,cool climate,pronounced,modern,zesty
48922,US,"This is a new winery for me, and it's a promising start. The wine is decadently rich in cassis, cherries, milk chocolate and vanilla flavors, but it has the structural integrity of a fine wine. While acidity is soft, the tannins have the grip of cherry skins, while oak adds its own tannic complexities.",berry,,,,oak,,,,,full-bodied,low acidity,,,needs aging,,high tannins,,,complex,oak barrel,,intense,modern,
20743,US,"Fermented 75% whole-cluster and then aged in neutral oak, this wine offers complex, expressive aromas of green olive, fresh herbs, grilled asparagus, earth and peat. The palate brings waves of intensity, with sensuous, layered savory flavors that lead to a hyperextended finish. It's an exclamation point of a wine that shows the promise of this young winery and vineyard.",,,soil,,oak,,sage,,,full-bodied,,,,needs aging,dinner,,,,long,neutral barrel,cool climate,intense,natural,exotic
77844,US,"Lots of bang for the buck here. Offers mouth-filling, juicy blackberry, cherry, pomegranate and coffee flavors in a bone-dry, soft wine, with a fairly complicated tannin structure. Drink now.",berry,,,,,,,,,medium-bodied,,bone dry,,ready to drink,casual,medium tannins,,,complex,,,intense,,
93058,US,"This is a very ripe wine stuffed with blackberries, cherries and cocoa, but it's also pretty tannic, although sweet oak softens the blow. Feels lush and good, but rustic around the edges. Drink now with beef dishes.",berry,,,,oak,,,,,full-bodied,,dry,,ready to drink,dinner,high tannins,,,,oak barrel,warm climate,intense,modern,
6516,US,"This wine opens with the fresh liveliness of stemmy earth and black tea notes, growing funkier and more herbal on the midpalate. Brightly layered and deeply flavored, it's a full-bodied rendition that remains true to its variety.",,,soil,,,,sage,,,full-bodied,,,,needs aging,,,,,,,,intense,natural,exotic
73286,US,"This is the kind of wine that will be wildly popular as a cocktail sipper. It has the fruit, spice and oaky vanilla to appeal to almost all palates, yet is dry and crisp in acidity, leaving behind a clean, fruity finish.",,,,,vanilla,,,,,,high acidity,dry,,ready to drink,casual,,,,crisp,oak barrel,,pronounced,modern,
39542,Italy,"From the Gravina appellation in Puglia (southern Italy), this charming blend of Greco (60%) and Malvasia (40%) opens with easy aromas of pear, Golden Delicious apple and drying mineral or talc powder. It's tonic and fresh in the mouth and would pair with tomato bruschetta and fresh basil.",apple,,,,,,,chalk,,light-bodied,zesty,dry,,ready to drink,aperitif,,mineral,,,,warm climate,pronounced,,zesty
66431,France,"A powerfully ripe, toasty wine, showing all the richness of 2005 in Chablis, and adding a layer of structure to go with the apples and cream richness. At the center, there is green minerality.",apple,,,,toast,,,flint,,full-bodied,,,,needs aging,,,mineral,,,oak barrel,warm climate,intense,modern,
42833,US,"Dry and savory, this blend of Grenache Blanc, Roussanne and Viognier has a tangy spine of minerality that frames lusher notes of papaya, white peach, lemon zest, nectarine and vanilla. Finishes with a refreshing touch of citrusy acids.",peach,,,,vanilla,,,,,,high acidity,dry,,ready to drink,seafood pairing,,mineral,,crisp,,,pronounced,,zesty
57967,France,"This is a light, fresh and fruity wine, with an attractive red-berry flavor, plus acidity and a soft structure.",berry,,,,,,,,,light-bodied,high acidity,,light,ready to drink,casual,low tannins,,,,,cool climate,subtle,modern,
45655,US,"Smells and tastes not quite ripe. Now that the wine is softening and resolving at the age of 3-1/2 years, it's showing a streak of veggie green behind the cherries.",,,,,,,,,,,,,,needs aging,,,,,,,cool climate,muted,,
83579,US,"Always a very dry, elegant Pinot Noir, Signorello's '08 Las Amigas again displays those qualities. It shows dried raspberry, cherry and cola flavors, with a distinct minerality and a dusting of tobacco and black pepper. This fancy Pinot is a natural lamb or steak.",berry,pepper,soil,,,,,flint,,,,dry,,ready to drink,dinner,,mineral,,,,dry,subtle,modern,smoky
12276,US,"Cola, cherry, mocha and vanilla flavors, in a light-bodied, silky wine, with pronounced acidity. Finishes dry. A bit rustic, but offers good Pinot character.",,,,,vanilla,,,,,light-bodied,high acidity,dry,,ready to drink,,low tannins,,,short,oak barrel,cool climate,pronounced,modern,
17342,Italy,"Paleo (a pure expression of Cabernet Franc from Coastal Tuscany) is a drop dead gorgeous wine with amazing intensity and purity of aromas. You get it all here: Bright berry notes, drying mineral, exotic spice, cooling acidity and firm, satisfying structure. It's a rich, velvety and beautiful wine that will award you a memorable drinking experience now or in 10 years time.",berry,,,,,,,slate,,full-bodied,high acidity,,,long-term aging potential,,velvety,coastal,,,,cool climate,intense,natural,exotic
69870,France,"Oxidative and spicy. Effusive mineral notes provide complexity but turn heavy in the mouth without fruit for balance. Crisp, with a silky texture and a short-to-medium finish.",,,,,,,,flint,,medium-bodied,,dry,,needs aging,,,mineral,,medium,,,muted,,
86756,US,"This is a dry Chardonnay marked by pronounced acids and steely minerals. The underlying flavors are of exotic pineapples and guavas, while new oak and lees aging add richer notes of buttered toast and sour cream. Drink now.",tropical fruit,,,,toast,,,flint,,,high acidity,dry,,ready to drink,seafood pairing,,mineral,golden,,oak barrel,cool climate,pronounced,modern,exotic
46358,Italy,"Here's a bright Friulano with a luminous golden color and intense aromas of honey, peach and passion fruit. The wine tastes soft and supple in the mouth and delivers loads of fruity peach flavors on the close. What's nice about this wine is that it delivers high structure and lively fruit fragrances at the same time.",peach,,,honeysuckle,,,,,honey,medium-bodied,,dry,,,,smooth,,golden,long,,,intense,,
52294,Italy,"Oak dominates the overall character of this wine, with forward notes of toasted wood, tobacco leaf, roasted coffee bean and a hint of plum. There's more wood than fruit here.",plum,,,,oak,,,,,full-bodied,,,,needs aging,,,,,,oak barrel,,pronounced,traditional,smoky
89181,US,"Simple and direct, with minty flavors of blackberries, licorice, cola, peppercorns and vanilla. On the plus side, the wine is fully dry, the tannins smooth.",berry,pepper,,,vanilla,,mint,,,medium-bodied,,dry,,ready to drink,,smooth,,,smooth,,,pronounced,modern,
71277,US,"This is a good price for a Cab so rich and supple. It's very deep in flavor, with flavors of blackberry pie filling, milk chocolate, anise and sweet oak, yet it's softly balanced and dry. Just delicious for drinking now.",berry,,,,oak,,,,,full-bodied,,dry,,ready to drink,casual,smooth,,deep,smooth,oak barrel,,intense,modern,
34982,US,"This is a soft, broadly fruity Chardonnay, with near-tropical ripeness. Banana and papaya flavors dominate, accented by pretty baking spices and a touch of mineral.",tropical fruit,cinnamon,,,,,,chalk,,medium-bodied,,,,ready to drink,,,,golden,,,warm climate,pronounced,modern,exotic
71214,France,"Somebody was carried away with wood here. The wine is totally dominated by flavors of burnt wood— even the 50% new wood was too much in 2007. That said, the fruit could increase in weight and black berry flavors. But not just yet—in another three to four years.",berry,,,,toast,,,,,full-bodied,,,,needs aging,,,,,,oak barrel,,pronounced,modern,smoky
32936,Italy,"Le Focaie is a great value wine with easy but one-dimensional fruit characteristics of cherry, blackberry and cinnamon spice. The wine's natural thickness and consistency recalls the sunniest vineyards of southern Tuscany.",berry,cinnamon,,,,,,,,medium-bodied,,,,,casual,,,,,,warm climate,muted,,
68863,US,"There's a wild, feral quality to this fine Pinot Noir. It has forest flavors of wild mushrooms, thyme, fennel, anise and pine, along with more familiar flavors of red cherries, cola and sandalwood. Elegant and ageable. Now through 2012.",,,forest floor,,,,,,,,,,,needs aging,,,,,,,cool climate,pronounced,natural,exotic
9679,US,"Crushed stone and dried clay notes lend a distinctly earthen character to this dry light-bodied Riesling. Pressed apple and pear flavors on the palate are freshened by squirts of lime, lemon and a tart green-plum finish. The finish is long and lingering.",apple,,soil,,,,,chalk,,light-bodied,high acidity,dry,,ready to drink,,,mineral,,long,no oak,cool climate,pronounced,traditional,zesty
71553,France,"The weight of the structure is almost overpowering for the fresh blackberry fruits in the wine. Its presence is big, powerful, with bitter fruits and black figs, finishing with a final punch of richness.",berry,,,,,,,,,full-bodied,,,high,needs aging,dinner,high tannins,,,long,,warm climate,intense,modern,
11946,US,"Quite a distinguished '99, with its flamboyant aromas of spicy blackcurrants and cassis, with an oaky overlay of smoke and vanilla. Feels good as soon as it hits the palate, with blackberry flavors that last through the finish. The jolt of dry tannins that makes the palate puckery suggests midterm aging.",berry,pepper,,,oak,,,,,full-bodied,,dry,,needs aging,,high tannins,,,long,oak barrel,,pronounced,modern,smoky
19649,US,"This gets an extra year in barrel and bottle prior to release. It's two-thirds Cabernet Sauvignon, 28% Syrah and 5% Petit Verdot. Still tart and tannic, the wine carries a full load of herb and earth characteristics, with less impact from the fruit than the high alcohol would suggest.",,,soil,,oak,,sage,,,full-bodied,,,hot,needs aging,,high tannins,,,,oak barrel,,muted,traditional,
28377,US,"Unfortunately only available in Bermuda, this wonderful bottling shows salted brambleberries, crushed violets, asphalt, rosemary and pinpointed florality on the fresh yet concentrated nose. The palate is zesty and darkly focused, with elderberries, stewed plums, thyme and Earl Grey tea. It's quite a complex effort.",plum,,,violet,,,rosemary,saline,,medium-bodied,zesty,,,needs aging,,,,,complex,,cool climate,intense,,salty
67130,US,"This captivating wine treads the line between Rhône and Bordeaux. A splash of Cabernet, though just a fraction of the blend, stands out. The wine has depth and persistence, and the mix of grapes works well, showing brambly red fruits, like a Zin, spice and pepper, like Syrah, and some herbal and leafy tobacco in the finish. Complex, unique and quite appealing.",berry,pepper,,,,,sage,,,,,,,,,,,,complex,,,pronounced,,exotic
10815,Italy,"This no-fuss blend of Chardonnay and Fiano offers simple tones of citrus and pear that segue to a crisp, clean mouthfeel. Pair this fresh southern Italian white with insalata di mare (seafood salad).",citrus,,,,,,,,,light-bodied,crisp,dry,,ready to drink,seafood pairing,,coastal,,crisp,no oak,,subtle,modern,zesty
88237,France,"Medium intense notes of sweet grass, fresh red apple slices, green melon and lime citrus on the nose and mouth. Medium weight with moderate, supporting acidity and a clean finish. Drink now.",apple,,,,,,,,,medium-bodied,medium acidity,,,ready to drink,aperitif,,,,,,cool climate,,,zesty
69296,US,"This pure Cabernet Sauvignon is not a heavy wine, but within its sleek profile are interesting flavors of berry, leaf and earth. Tannins are crisp and proportionate, and the fruit carries through a graceful, moderately long finish.",berry,,soil,,,,,,,light-bodied,,,light,ready to drink,,medium tannins,,,medium,,cool climate,subtle,modern,
